alpha,camber,position_of_camber,thickness,Reynolds_number,cl,cd,ratio
8,2,4,0.14,1.50E+06,1.1051,0.01081,102.2294172
9,2,4,0.14,1.50E+06,1.1942,0.01223,97.64513491
10,2,4,0.14,1.50E+06,1.2822,0.01363,94.07190022
11,2,4,0.14,1.50E+06,1.36,0.01526,89.12188729
12,2,4,0.14,1.50E+06,1.4292,0.01703,83.92248972
13,2,4,0.14,1.50E+06,1.4866,0.01968,75.53861789
14,2,4,0.14,1.50E+06,1.5443,0.02258,68.39238264
15,2,4,0.14,1.50E+06,1.581,0.02744,57.61661808
16,2,4,0.14,1.50E+06,1.608,0.03391,47.41964022
17,2,4,0.14,1.50E+06,1.6302,0.04177,39.02801053
18,2,4,0.14,1.50E+06,1.632,0.05271,30.96186682
19,2,4,0.14,1.50E+06,1.6139,0.06718,24.0235189
20,2,4,0.14,1.50E+06,1.5721,0.08566,18.3527901
-5,0,0,0.24,1.50E+06,-0.5234,0.00884,-59.2081448
-4,0,0,0.24,1.50E+06,-0.4226,0.00853,-49.54279015
-3,0,0,0.24,1.50E+06,-0.3188,0.00825,-38.64242424
-2,0,0,0.24,1.50E+06,-0.2139,0.00811,-26.37484587
-1,0,0,0.24,1.50E+06,-0.1063,0.00801,-13.27091136
0,0,0,0.24,1.50E+06,0,0.00799,0
1,0,0,0.24,1.50E+06,0.1063,0.00801,13.27091136
2,0,0,0.24,1.50E+06,0.2139,0.00811,26.37484587
3,0,0,0.24,1.50E+06,0.3188,0.00825,38.64242424
4,0,0,0.24,1.50E+06,0.4228,0.00853,49.56623681
5,0,0,0.24,1.50E+06,0.5236,0.00884,59.23076923
6,0,0,0.24,1.50E+06,0.623,0.00922,67.57049892
7,0,0,0.24,1.50E+06,0.7129,0.0097,73.49484536
8,0,0,0.24,1.50E+06,0.8046,0.01041,77.29106628
9,0,0,0.24,1.50E+06,0.8933,0.0113,79.05309735
10,0,0,0.24,1.50E+06,0.9755,0.01247,78.22774659
11,0,0,0.24,1.50E+06,1.0466,0.014,74.75714286
12,0,0,0.24,1.50E+06,1.1324,0.01612,70.24813896
13,0,0,0.24,1.50E+06,1.2397,0.01882,65.87141339
14,0,0,0.24,1.50E+06,1.2883,0.02151,59.89307299
15,0,0,0.24,1.50E+06,1.3253,0.02575,51.46796117
16,0,0,0.24,1.50E+06,1.3677,0.03079,44.42026632
17,0,0,0.24,1.50E+06,1.3932,0.03789,36.7695962
18,0,0,0.24,1.50E+06,1.4176,0.04569,31.02648282
19,0,0,0.24,1.50E+06,1.4077,0.0573,24.56719023
20,0,0,0.24,1.50E+06,1.4055,0.06876,20.44066318
-5,0,0,0.21,1.50E+06,-0.5418,0.00827,-65.51390568
-4,0,0,0.21,1.50E+06,-0.4361,0.00791,-55.13274336
-3,0,0,0.21,1.50E+06,-0.3285,0.00764,-42.9973822
-2,0,0,0.21,1.50E+06,-0.2193,0.00746,-29.39678284
-1,0,0,0.21,1.50E+06,-0.1101,0.00733,-15.02046385
0,0,0,0.21,1.50E+06,0,0.00735,0
1,0,0,0.21,1.50E+06,0.1101,0.00733,15.02046385
2,0,0,0.21,1.50E+06,0.2193,0.00746,29.39678284
3,0,0,0.21,1.50E+06,0.3285,0.00764,42.9973822
4,0,0,0.21,1.50E+06,0.4361,0.00791,55.13274336
5,0,0,0.21,1.50E+06,0.5419,0.00827,65.52599758
6,0,0,0.21,1.50E+06,0.646,0.00873,73.99770905
7,0,0,0.21,1.50E+06,0.7472,0.00932,80.17167382
8,0,0,0.21,1.50E+06,0.8433,0.0101,83.4950495
9,0,0,0.21,1.50E+06,0.9305,0.01094,85.05484461
10,0,0,0.21,1.50E+06,1.0114,0.01206,83.86401327
11,0,0,0.21,1.50E+06,1.1126,0.01359,81.86902134
12,0,0,0.21,1.50E+06,1.2297,0.01546,79.54075032
13,0,0,0.21,1.50E+06,1.2746,0.01744,73.08486239
14,0,0,0.21,1.50E+06,1.3256,0.02015,65.7866005
15,0,0,0.21,1.50E+06,1.3798,0.02362,58.4165961
16,0,0,0.21,1.50E+06,1.42,0.02873,49.42568743
17,0,0,0.21,1.50E+06,1.4504,0.03531,41.07618238
18,0,0,0.21,1.50E+06,1.475,0.04318,34.15933302
19,0,0,0.21,1.50E+06,1.4646,0.05516,26.55184917
20,0,0,0.21,1.50E+06,1.4426,0.06934,20.80473031
5,0,0,0.18,1.50E+06,-0.5476,0.00782,-70.02557545
-4,0,0,0.18,1.50E+06,-0.4403,0.00736,-59.82336957
-3,0,0,0.18,1.50E+06,-0.3315,0.00703,-47.15504979
-2,0,0,0.18,1.50E+06,-0.2217,0.00683,-32.45973646
-1,0,0,0.18,1.50E+06,-0.1111,0.00671,-16.55737705
0,0,0,0.18,1.50E+06,0,0.00667,0
1,0,0,0.18,1.50E+06,0.1111,0.00671,16.55737705
2,0,0,0.18,1.50E+06,0.2217,0.00683,32.45973646
3,0,0,0.18,1.50E+06,0.3315,0.00703,47.15504979
4,0,0,0.18,1.50E+06,0.4404,0.00736,59.83695652
5,0,0,0.18,1.50E+06,0.5477,0.00782,70.03836317
6,0,0,0.18,1.50E+06,0.6533,0.00842,77.58907363
7,0,0,0.18,1.50E+06,0.756,0.00916,82.53275109
8,0,0,0.18,1.50E+06,0.8547,0.01005,85.04477612
9,0,0,0.18,1.50E+06,0.9509,0.01115,85.28251121
10,0,0,0.18,1.50E+06,1.0753,0.01246,86.30016051
11,0,0,0.18,1.50E+06,1.2002,0.01393,86.15936827
12,0,0,0.18,1.50E+06,1.257,0.01531,82.10320052
13,0,0,0.18,1.50E+06,1.3087,0.01686,77.62158956
14,0,0,0.18,1.50E+06,1.3669,0.01938,70.53147575
15,0,0,0.18,1.50E+06,1.425,0.02243,63.53098529
16,0,0,0.18,1.50E+06,1.4596,0.02774,52.61715934
17,0,0,0.18,1.50E+06,1.4951,0.03382,44.20756949
18,0,0,0.18,1.50E+06,1.5173,0.04193,36.18650131
19,0,0,0.18,1.50E+06,1.5129,0.05366,28.19418561
20,0,0,0.18,1.50E+06,1.4694,0.07127,20.61737056
-5,0,0,0.06,1.50E+06,-0.5485,0.00962,-57.01663202
-3,0,0,0.06,1.50E+06,-0.342,0.0066,-51.81818182
-2,0,0,0.06,1.50E+06,-0.2369,0.00521,-45.47024952
-1,0,0,0.06,1.50E+06,-0.1028,0.00366,-28.08743169
0,0,0,0.06,1.50E+06,0,0.00304,0
1,0,0,0.06,1.50E+06,0.1028,0.00366,28.08743169
2,0,0,0.06,1.50E+06,0.2369,0.00521,45.47024952
3,0,0,0.06,1.50E+06,0.342,0.0066,51.81818182
5,0,0,0.06,1.50E+06,0.5485,0.00962,57.01663202
6,0,0,0.06,1.50E+06,0.6465,0.0145,44.5862069
7,0,0,0.06,1.50E+06,0.7189,0.03088,23.28044041
8,0,0,0.06,1.50E+06,0.7554,0.05664,13.33686441
9,0,0,0.06,1.50E+06,0.7418,0.08796,8.433378809
10,0,0,0.06,1.50E+06,0.7429,0.10549,7.042373685
14,0,0,0.06,1.50E+06,0.757,0.18269,4.143631288
15,0,0,0.06,1.50E+06,0.7779,0.19916,3.9059048
16,0,0,0.06,1.50E+06,0.8018,0.21521,3.725663306
17,0,0,0.06,1.50E+06,0.8285,0.23107,3.585493573
18,0,0,0.06,1.50E+06,0.857,0.24665,3.474559092
19,0,0,0.06,1.50E+06,0.8868,0.26195,3.385378889
20,0,0,0.06,1.50E+06,0.9181,0.27654,3.319953714
-5,0,0,0.08,1.50E+06,-0.5711,0.00826,-69.14043584
-4,0,0,0.08,1.50E+06,-0.4697,0.00735,-63.9047619
-3,0,0,0.08,1.50E+06,-0.3337,0.00612,-54.52614379
-2,0,0,0.08,1.50E+06,-0.2087,0.00487,-42.85420945
-1,0,0,0.08,1.50E+06,-0.1034,0.00411,-25.15815085
0,0,0,0.08,1.50E+06,0,0.00386,0
1,0,0,0.08,1.50E+06,0.1034,0.00411,25.15815085
2,0,0,0.08,1.50E+06,0.2087,0.00487,42.85420945
3,0,0,0.08,1.50E+06,0.3337,0.00612,54.52614379
4,0,0,0.08,1.50E+06,0.4697,0.00735,63.9047619
5,0,0,0.08,1.50E+06,0.5711,0.00826,69.14043584
6,0,0,0.08,1.50E+06,0.6697,0.00947,70.71805702
7,0,0,0.08,1.50E+06,0.7709,0.01071,71.97945845
8,0,0,0.08,1.50E+06,0.8691,0.01292,67.26780186
9,0,0,0.08,1.50E+06,0.966,0.01539,62.76803119
10,0,0,0.08,1.50E+06,1.0398,0.0223,46.62780269
11,0,0,0.08,1.50E+06,1.0706,0.03429,31.22193059
12,0,0,0.08,1.50E+06,0.9695,0.06527,14.85368469
-5,0,0,0.1,1.60E+06,-0.5631,0.00789,-71.36882129
-4,0,0,0.1,1.60E+06,-0.4327,0.00682,-63.4457478
-3,0,0,0.1,1.60E+06,-0.3199,0.00578,-55.34602076
-2,0,0,0.1,1.60E+06,-0.2148,0.00507,-42.36686391
-1,0,0,0.1,1.60E+06,-0.1079,0.00469,-23.00639659
0,0,0,0.1,1.60E+06,0,0.00456,0
2,0,0,0.1,1.60E+06,0.2148,0.00507,42.36686391
3,0,0,0.1,1.60E+06,0.3199,0.00578,55.34602076
4,0,0,0.1,1.60E+06,0.4327,0.00682,63.4457478
5,0,0,0.1,1.60E+06,0.5631,0.00789,71.36882129
6,0,0,0.1,1.60E+06,0.6979,0.00888,78.59234234
7,0,0,0.1,1.60E+06,0.7973,0.00989,80.61678463
8,0,0,0.1,1.60E+06,0.892,0.01089,81.91000918
9,0,0,0.1,1.60E+06,0.986,0.01253,78.69114126
10,0,0,0.1,1.60E+06,1.0831,0.01405,77.08896797
11,0,0,0.1,1.60E+06,1.1758,0.01611,72.98572315
12,0,0,0.1,1.60E+06,1.2635,0.01847,68.40822956
13,0,0,0.1,1.60E+06,1.3293,0.02265,58.68874172
14,0,0,0.1,1.60E+06,1.3764,0.02691,51.14827202
15,0,0,0.1,1.60E+06,1.4233,0.03039,46.83448503
16,0,0,0.1,1.60E+06,1.4288,0.03954,36.13555893
17,0,0,0.1,1.60E+06,1.3605,0.06478,21.00185242
18,0,0,0.1,1.60E+06,1.0772,0.13464,8.000594177
-5,0,0,0.1,1.80E+06,-0.5561,0.00765,-72.69281046
-4,0,0,0.1,1.80E+06,-0.429,0.00669,-64.12556054
-3,0,0,0.1,1.80E+06,-0.3214,0.00571,-56.28721541
-2,0,0,0.1,1.80E+06,-0.2162,0.00502,-43.06772908
-1,0,0,0.1,1.80E+06,-0.1087,0.00468,-23.22649573
0,0,0,0.1,1.80E+06,0,0.00457,0
1,0,0,0.1,1.80E+06,0.1087,0.00468,23.22649573
2,0,0,0.1,1.80E+06,0.2162,0.00502,43.06772908
3,0,0,0.1,1.80E+06,0.3214,0.00571,56.28721541
5,0,0,0.1,1.80E+06,0.5562,0.00765,72.70588235
6,0,0,0.1,1.80E+06,0.6907,0.00863,80.03476246
7,0,0,0.1,1.80E+06,0.7991,0.00971,82.29660144
8,0,0,0.1,1.80E+06,0.8944,0.01056,84.6969697
9,0,0,0.1,1.80E+06,0.9895,0.01198,82.59599332
10,0,0,0.1,1.80E+06,1.0873,0.01341,81.08128262
11,0,0,0.1,1.80E+06,1.1816,0.01531,77.17831483
12,0,0,0.1,1.80E+06,1.2693,0.01776,71.46959459
13,0,0,0.1,1.80E+06,1.3237,0.02321,57.03145196
14,0,0,0.1,1.80E+06,1.4067,0.0247,56.951417
15,0,0,0.1,1.80E+06,1.4643,0.0272,53.83455882
16,0,0,0.1,1.80E+06,1.4843,0.03342,44.41352484
17,0,0,0.1,1.80E+06,1.4529,0.04945,29.38119312
18,0,0,0.1,1.80E+06,1.3018,0.09096,14.3117854
-5,0,0,0.1,2.00E+06,-0.5521,0.00746,-74.0080429
-4,0,0,0.1,2.00E+06,-0.43,0.00654,-65.74923547
-3,0,0,0.1,2.00E+06,-0.3232,0.00565,-57.20353982
-2,0,0,0.1,2.00E+06,-0.2175,0.00502,-43.32669323
-1,0,0,0.1,2.00E+06,-0.1093,0.00468,-23.35470085
0,0,0,0.1,2.00E+06,0,0.00461,0
1,0,0,0.1,2.00E+06,0.1093,0.00468,23.35470085
2,0,0,0.1,2.00E+06,0.2175,0.00502,43.32669323
3,0,0,0.1,2.00E+06,0.3232,0.00565,57.20353982
4,0,0,0.1,2.00E+06,0.43,0.00654,65.74923547
5,0,0,0.1,2.00E+06,0.5521,0.00746,74.0080429
6,0,0,0.1,2.00E+06,0.6848,0.00842,81.33016627
7,0,0,0.1,2.00E+06,0.8017,0.00942,85.10615711
8,0,0,0.1,2.00E+06,0.8962,0.0103,87.00970874
9,0,0,0.1,2.00E+06,0.9922,0.01155,85.9047619
10,0,0,0.1,2.00E+06,1.0904,0.01293,84.33101315
11,0,0,0.1,2.00E+06,1.1854,0.01479,80.14874915
12,0,0,0.1,2.00E+06,1.2715,0.01748,72.7402746
13,0,0,0.1,2.00E+06,1.3384,0.02169,61.70585523
14,0,0,0.1,2.00E+06,1.425,0.02309,61.71502815
15,0,0,0.1,2.00E+06,1.4937,0.02517,59.34445769
16,0,0,0.1,2.00E+06,1.5226,0.02992,50.88903743
17,0,0,0.1,2.00E+06,1.5106,0.0413,36.57627119
18,0,0,0.1,2.00E+06,1.422,0.06973,20.39294421
19,0,0,0.1,2.00E+06,1.1361,0.13871,8.190469324
-5,0,0,0.12,2.05E+06,-0.542,0.00721,-75.17337032
-4,0,0,0.12,2.05E+06,-0.4368,0.00642,-68.03738318
-3,0,0,0.12,2.05E+06,-0.3298,0.0058,-56.86206897
-2,0,0,0.12,2.05E+06,-0.2209,0.00539,-40.98330241
-1,0,0,0.12,2.05E+06,-0.1108,0.00515,-21.51456311
0,0,0,0.12,2.05E+06,0,0.00511,0
1,0,0,0.12,2.05E+06,0.1108,0.00515,21.51456311
2,0,0,0.12,2.05E+06,0.2209,0.00539,40.98330241
3,0,0,0.12,2.05E+06,0.3298,0.0058,56.86206897
4,0,0,0.12,2.05E+06,0.4368,0.00642,68.03738318
5,0,0,0.12,2.05E+06,0.542,0.00721,75.17337032
6,0,0,0.12,2.05E+06,0.6549,0.0081,80.85185185
7,0,0,0.12,2.05E+06,0.7814,0.00905,86.34254144
8,0,0,0.12,2.05E+06,0.9124,0.01015,89.89162562
9,0,0,0.12,2.05E+06,1.02,0.01111,91.80918092
10,0,0,0.12,2.05E+06,1.1059,0.01231,89.83753046
11,0,0,0.12,2.05E+06,1.1976,0.01351,88.64544782
12,0,0,0.12,2.05E+06,1.2866,0.01529,84.14650098
13,0,0,0.12,2.05E+06,1.3725,0.01716,79.98251748
14,0,0,0.12,2.05E+06,1.4553,0.01891,76.9592808
15,0,0,0.12,2.05E+06,1.5135,0.0215,70.39534884
16,0,0,0.12,2.05E+06,1.5505,0.02551,60.78008624
17,0,0,0.12,2.05E+06,1.5665,0.03251,48.18517379
18,0,0,0.12,2.05E+06,1.5517,0.04543,34.15584416
19,0,0,0.12,2.05E+06,1.4826,0.06873,21.57136622
20,0,0,0.12,2.05E+06,1.3397,0.10661,12.56636338
-5,0,0,0.15,2.05E+06,-0.5515,0.00722,-76.38504155
-4,0,0,0.15,2.05E+06,-0.4436,0.00663,-66.90799397
-3,0,0,0.15,2.05E+06,-0.3345,0.00623,-53.6918138
-2,0,0,0.15,2.05E+06,-0.2235,0.00597,-37.43718593
-1,0,0,0.15,2.05E+06,-0.1121,0.00581,-19.29432014
0,0,0,0.15,2.05E+06,0,0.00576,0
1,0,0,0.15,2.05E+06,0.1121,0.00581,19.29432014
2,0,0,0.15,2.05E+06,0.2235,0.00597,37.43718593
3,0,0,0.15,2.05E+06,0.3346,0.00623,53.70786517
4,0,0,0.15,2.05E+06,0.4437,0.00663,66.92307692
5,0,0,0.15,2.05E+06,0.5516,0.00722,76.39889197
6,0,0,0.15,2.05E+06,0.658,0.00789,83.39670469
7,0,0,0.15,2.05E+06,0.7608,0.00874,87.04805492
8,0,0,0.15,2.05E+06,0.8684,0.00964,90.08298755
9,0,0,0.15,2.05E+06,0.9902,0.01077,91.94057567
10,0,0,0.15,2.05E+06,1.1194,0.01197,93.51712615
11,0,0,0.15,2.05E+06,1.228,0.01317,93.24221716
12,0,0,0.15,2.05E+06,1.2919,0.0145,89.09655172
13,0,0,0.15,2.05E+06,1.3695,0.01583,86.51295009
14,0,0,0.15,2.05E+06,1.4345,0.01757,81.64484917
15,0,0,0.15,2.05E+06,1.4878,0.02037,73.03878252
16,0,0,0.15,2.05E+06,1.534,0.02415,63.51966874
17,0,0,0.15,2.05E+06,1.5776,0.02885,54.68284229
18,0,0,0.15,2.05E+06,1.6021,0.03614,44.33038185
19,0,0,0.15,2.05E+06,1.5997,0.0475,33.67789474
20,0,0,0.15,2.05E+06,1.5621,0.06453,24.20734542
-5,2,4,0.14,2.05E+06,-0.3172,0.00733,-43.27421555
-4,2,4,0.14,2.05E+06,-0.2058,0.00691,-29.7829233
-3,2,4,0.14,2.05E+06,-0.0942,0.00655,-14.38167939
-2,2,4,0.14,2.05E+06,0.0178,0.0063,2.825396825
-1,2,4,0.14,2.05E+06,0.1299,0.0061,21.29508197
0,2,4,0.14,2.05E+06,0.2414,0.00589,40.98471986
1,2,4,0.14,2.05E+06,0.3525,0.00568,62.05985915
2,2,4,0.14,2.05E+06,0.4638,0.00562,82.52669039
3,2,4,0.14,2.05E+06,0.5726,0.00567,100.9876543
4,2,4,0.14,2.05E+06,0.6772,0.00605,111.9338843
5,2,4,0.14,2.05E+06,0.7939,0.00681,116.5785609
7,2,4,0.14,2.05E+06,1.0246,0.00911,112.4698134
8,2,4,0.14,2.05E+06,1.1107,0.01032,107.625969
9,2,4,0.14,2.05E+06,1.203,0.01154,104.2461005
10,2,4,0.14,2.05E+06,1.2936,0.01284,100.7476636
11,2,4,0.14,2.05E+06,1.3786,0.01426,96.67601683
12,2,4,0.14,2.05E+06,1.4481,0.01597,90.676268
13,2,4,0.14,2.05E+06,1.5167,0.01784,85.01681614
14,2,4,0.14,2.05E+06,1.5713,0.02073,75.79835986
16,2,4,0.14,2.05E+06,1.6626,0.02909,57.15366105
17,2,4,0.14,2.05E+06,1.6856,0.0361,46.69252078
18,2,4,0.14,2.05E+06,1.6888,0.04622,36.53829511
19,2,4,0.14,2.05E+06,1.6644,0.06077,27.38851407
20,2,4,0.14,2.05E+06,1.6227,0.07871,20.616186
-5,0,0,0.24,2.05E+06,-0.5332,0.00835,-63.85628743
-4,0,0,0.24,2.05E+06,-0.4304,0.00805,-53.46583851
-3,0,0,0.24,2.05E+06,-0.3239,0.00781,-41.47247119
-2,0,0,0.24,2.05E+06,-0.2166,0.0077,-28.12987013
-1,0,0,0.24,2.05E+06,-0.1082,0.00759,-14.25559947
0,0,0,0.24,2.05E+06,0,0.00752,0
1,0,0,0.24,2.05E+06,0.1082,0.00759,14.25559947
2,0,0,0.24,2.05E+06,0.2167,0.0077,28.14285714
3,0,0,0.24,2.05E+06,0.324,0.00781,41.48527529
4,0,0,0.24,2.05E+06,0.4305,0.00805,53.47826087
5,0,0,0.24,2.05E+06,0.5334,0.00835,63.88023952
6,0,0,0.24,2.05E+06,0.6341,0.00876,72.38584475
7,0,0,0.24,2.05E+06,0.7278,0.00922,78.93709328
8,0,0,0.24,2.05E+06,0.818,0.00986,82.96146045
9,0,0,0.24,2.05E+06,0.9087,0.01069,85.00467727
10,0,0,0.24,2.05E+06,0.9946,0.01172,84.86348123
11,0,0,0.24,2.05E+06,1.0743,0.01299,82.70207852
12,0,0,0.24,2.05E+06,1.145,0.01463,78.26384142
13,0,0,0.24,2.05E+06,1.2414,0.01691,73.41218214
14,0,0,0.24,2.05E+06,1.3178,0.01993,66.12142499
15,0,0,0.24,2.05E+06,1.3617,0.02315,58.82073434
16,0,0,0.24,2.05E+06,1.4032,0.02801,50.09639414
17,0,0,0.24,2.05E+06,1.4444,0.03351,43.10355118
18,0,0,0.24,2.05E+06,1.4584,0.04193,34.78177916
19,0,0,0.24,2.05E+06,1.4781,0.05031,29.37984496
20,0,0,0.24,2.05E+06,1.4715,0.06185,23.79143088
-5,0,0,0.18,2.05E+06,-0.5529,0.00748,-73.9171123
-4,0,0,0.18,2.05E+06,-0.4446,0.00707,-62.8854314
-3,0,0,0.18,2.05E+06,-0.3351,0.00676,-49.57100592
-2,0,0,0.18,2.05E+06,-0.224,0.00656,-34.14634146
0,0,0,0.18,2.05E+06,0,0.0064,0
1,0,0,0.18,2.05E+06,0.1122,0.00644,17.42236025
2,0,0,0.18,2.05E+06,0.2241,0.00656,34.16158537
3,0,0,0.18,2.05E+06,0.3351,0.00676,49.57100592
4,0,0,0.18,2.05E+06,0.4446,0.00707,62.8854314
5,0,0,0.18,2.05E+06,0.553,0.00748,73.93048128
6,0,0,0.18,2.05E+06,0.6598,0.00802,82.26932668
7,0,0,0.18,2.05E+06,0.7652,0.00865,88.46242775
8,0,0,0.18,2.05E+06,0.8664,0.00947,91.48891235
9,0,0,0.18,2.05E+06,0.963,0.01037,92.86403086
10,0,0,0.18,2.05E+06,1.0655,0.01151,92.5716768
11,0,0,0.18,2.05E+06,1.1847,0.01283,92.33826968
12,0,0,0.18,2.05E+06,1.3046,0.01433,91.03977669
13,0,0,0.18,2.05E+06,1.3295,0.01571,84.62762572
14,0,0,0.18,2.05E+06,1.3974,0.01752,79.76027397
15,0,0,0.18,2.05E+06,1.4505,0.02062,70.3443259
16,0,0,0.18,2.05E+06,1.5055,0.02414,62.36536868
17,0,0,0.18,2.05E+06,1.5493,0.02906,53.31383345
18,0,0,0.18,2.05E+06,1.568,0.0368,42.60869565
19,0,0,0.18,2.05E+06,1.561,0.04833,32.29877923
20,0,0,0.18,2.05E+06,1.5534,0.06091,25.50320144
-5,0,0,0.06,2.05E+06,-0.5511,0.00842,-65.45130641
-4,0,0,0.06,2.05E+06,-0.4466,0.00696,-64.16666667
-3,0,0,0.06,2.05E+06,-0.3431,0.00618,-55.51779935
-2,0,0,0.06,2.05E+06,-0.2187,0.00498,-43.91566265
0,0,0,0.06,2.05E+06,0,0.00322,0
2,0,0,0.06,2.05E+06,0.2187,0.00498,43.91566265
3,0,0,0.06,2.05E+06,0.3431,0.00618,55.51779935
5,0,0,0.06,2.05E+06,0.5511,0.00842,65.45130641
6,0,0,0.06,2.05E+06,0.6513,0.01203,54.13965087
7,0,0,0.06,2.05E+06,0.7266,0.02778,26.15550756
8,0,0,0.06,2.05E+06,0.7744,0.04911,15.76868255
-5,0,0,0.08,2.05E+06,-0.5746,0.00766,-75.01305483
-4,0,0,0.08,2.05E+06,-0.4518,0.0068,-66.44117647
-3,0,0,0.08,2.05E+06,-0.322,0.00577,-55.80589255
-2,0,0,0.08,2.05E+06,-0.2107,0.00472,-44.63983051
-1,0,0,0.08,2.05E+06,-0.1065,0.00415,-25.6626506
0,0,0,0.08,2.05E+06,0,0.00398,0
1,0,0,0.08,2.05E+06,0.1065,0.00415,25.6626506
2,0,0,0.08,2.05E+06,0.2107,0.00472,44.63983051
3,0,0,0.08,2.05E+06,0.322,0.00577,55.80589255
4,0,0,0.08,2.05E+06,0.4518,0.0068,66.44117647
5,0,0,0.08,2.05E+06,0.5745,0.00765,75.09803922
6,0,0,0.08,2.05E+06,0.6738,0.00854,78.89929742
7,0,0,0.08,2.05E+06,0.7751,0.00964,80.40456432
8,0,0,0.08,2.05E+06,0.8764,0.01123,78.04096171
9,0,0,0.08,2.05E+06,0.9787,0.01266,77.30647709
10,0,0,0.08,2.05E+06,1.0699,0.01613,66.32982021
11,0,0,0.08,2.05E+06,1.1481,0.02129,53.92672616
12,0,0,0.08,2.05E+06,1.1442,0.03636,31.46864686
13,0,0,0.08,2.05E+06,1.0066,0.07956,12.65208648
18,0,0,0.08,2.05E+06,0.8277,0.23221,3.564445976
19,0,0,0.08,2.05E+06,0.8499,0.25119,3.383494566
20,0,0,0.08,2.05E+06,0.8791,0.26695,3.293126054
-5,0,0,0.21,2.05E+06,-0.5489,0.00784,-70.0127551
-4,0,0,0.21,2.05E+06,-0.4409,0.00755,-58.39735099
-3,0,0,0.21,2.05E+06,-0.3327,0.00727,-45.76341128
-2,0,0,0.21,2.05E+06,-0.2215,0.00711,-31.1533052
-1,0,0,0.21,2.05E+06,-0.1113,0.00698,-15.94555874
0,0,0,0.21,2.05E+06,0,0.00698,0
1,0,0,0.21,2.05E+06,0.1113,0.00698,15.94555874
2,0,0,0.21,2.05E+06,0.2216,0.00711,31.1673699
3,0,0,0.21,2.05E+06,0.3328,0.00727,45.77716644
4,0,0,0.21,2.05E+06,0.441,0.00755,58.41059603
5,0,0,0.21,2.05E+06,0.549,0.00784,70.0255102
6,0,0,0.21,2.05E+06,0.6535,0.00833,78.45138055
7,0,0,0.21,2.05E+06,0.7573,0.00883,85.76443941
8,0,0,0.21,2.05E+06,0.8565,0.00952,89.96848739
9,0,0,0.21,2.05E+06,0.9492,0.01036,91.62162162
10,0,0,0.21,2.05E+06,1.0303,0.01133,90.93556929
11,0,0,0.21,2.05E+06,1.1112,0.01261,88.12053925
12,0,0,0.21,2.05E+06,1.2199,0.01428,85.42717087
13,0,0,0.21,2.05E+06,1.3065,0.01609,81.1995028
14,0,0,0.21,2.05E+06,1.3542,0.01834,73.83860414
15,0,0,0.21,2.05E+06,1.4097,0.02151,65.53695955
16,0,0,0.21,2.05E+06,1.4587,0.02569,56.78084858
17,0,0,0.21,2.05E+06,1.5009,0.03093,48.5257032
18,0,0,0.21,2.05E+06,1.5157,0.03923,38.63624777
19,0,0,0.21,2.05E+06,1.5328,0.04801,31.92668194
20,0,0,0.21,2.05E+06,1.5333,0.05908,25.95294516
-5,0,0,0.1,2.20E+06,-0.5491,0.0073,-75.21917808
-4,0,0,0.1,2.20E+06,-0.43,0.00645,-66.66666667
-3,0,0,0.1,2.20E+06,-0.3246,0.0056,-57.96428571
-2,0,0,0.1,2.20E+06,-0.218,0.00501,-43.51297405
-1,0,0,0.1,2.20E+06,-0.1095,0.00469,-23.34754797
0,0,0,0.1,2.20E+06,0,0.00458,0
1,0,0,0.1,2.20E+06,0.1095,0.00469,23.34754797
2,0,0,0.1,2.20E+06,0.218,0.00501,43.51297405
3,0,0,0.1,2.20E+06,0.3246,0.0056,57.96428571
4,0,0,0.1,2.20E+06,0.43,0.00645,66.66666667
5,0,0,0.1,2.20E+06,0.5492,0.0073,75.23287671
6,0,0,0.1,2.20E+06,0.6798,0.00823,82.60024301
7,0,0,0.1,2.20E+06,0.804,0.00918,87.58169935
8,0,0,0.1,2.20E+06,0.8979,0.01009,88.98909812
9,0,0,0.1,2.20E+06,0.9944,0.01121,88.70651204
10,0,0,0.1,2.20E+06,1.0928,0.01257,86.93715195
11,0,0,0.1,2.20E+06,1.1877,0.01447,82.08016586
12,0,0,0.1,2.20E+06,1.2711,0.01752,72.55136986
13,0,0,0.1,2.20E+06,1.3499,0.02048,65.91308594
14,0,0,0.1,2.20E+06,1.4387,0.02183,65.90471828
15,0,0,0.1,2.20E+06,1.5153,0.02375,63.80210526
16,0,0,0.1,2.20E+06,1.5491,0.02781,55.70298454
17,0,0,0.1,2.20E+06,1.5428,0.03731,41.35084428
18,0,0,0.1,2.20E+06,1.4799,0.06004,24.64856762
19,0,0,0.1,2.20E+06,1.265,0.11323,11.1719509
-5,0,0,0.1,2.40E+06,-0.5471,0.00716,-76.41061453
-4,0,0,0.1,2.40E+06,-0.4309,0.00635,-67.85826772
-3,0,0,0.1,2.40E+06,-0.3258,0.00559,-58.28264758
-2,0,0,0.1,2.40E+06,-0.2189,0.00499,-43.86773547
-1,0,0,0.1,2.40E+06,-0.11,0.0047,-23.40425532
0,0,0,0.1,2.40E+06,0,0.00461,0
1,0,0,0.1,2.40E+06,0.11,0.0047,23.40425532
2,0,0,0.1,2.40E+06,0.2189,0.00499,43.86773547
